Stage Name,Real Name,Group,Instagram,Profile Pic,Kpopping Profile,Bio,ID
Soyul,Park Hye Kyung,Crayon Pop,http://instagram.com/so_yul22,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Soyul_Pose_soyulsquare.png,https://kpopping.com/profiles/artist/103-Soyul,"She is a former member of the girl group Crayon Pop. On 12 Jan 2015, she released her solo debut single ‘Y-Shirt’. Soyul got married to Moon Hee Jun of H.O.T on February 12, 2017. She gave birth to her first child on May 12, 2017.",1199
Spax,Kim Sungchan,BLANC7,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Spax_default_silhouette.png,https://kpopping.com/profiles/artist/994-Spax,,1200
Spica Yunhak,Jung Yunhak,Supernova,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Spica_Yunhak_default_silhouette.png,https://kpopping.com/profiles/artist/6974-Spica-Yunhak,Yunhak is a member of the South Korean boy group Supernova.,1201
St. Van,Lee Geumhyuk,VAV,https://www.instagram.com/stvan.vav/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_st_van.png,https://kpopping.com/profiles/artist/1150-St-Van,,1202
Stephanie,unknown,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Stephanie_default_silhouette.png,https://kpopping.com/profiles/artist/3870-Stephanie,,1203
Su Bin,Kim Su Bin,Berry Good,http://instagram.com/ssb__j,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_subin(1).png,https://kpopping.com/profiles/artist/2030-Su-Bin,Su Bin (수빈) is a Korean pop artist. She was formerly a rapper of the group Berry Good.,1204
Su Min,Ji Su Min,Sonamoo,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_min.png,https://kpopping.com/profiles/artist/2038-Su-Min,,1205
SuA,Kim Bo Ra,Dreamcatcher,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_Sua350x400.png,https://kpopping.com/profiles/artist/363-SuA,SuA is a member of the girl group Dreamcatcher. She is a former MINX member. She’s the one who trained longest among all members.,1206
Sua,Yang Su A,HashTag,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_sua(2).png,https://kpopping.com/profiles/artist/4002-Sua,"Sua is a member of the girl group Hashtag. She played the
role of a student in the kdrama, “My Love From The Star”.",1207
Subin,Park Su-bin,Dal Shabet,https://www.instagram.com/dalsooobin/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/pose_pose(10).png,https://kpopping.com/profiles/artist/369-Subin,"Subin is a member of Dal Shabet. She is best known for her height. Subin’s contact with Happy Face Entertainment expired in December 2017. Up to now, it was not announced if she has officially left the band.",1208
Subin,Jung Subin,VICTON,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_subin.png,https://kpopping.com/profiles/artist/1171-Subin,,1209
Subin,Oh Su Bin,HashTag,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_subin.png,https://kpopping.com/profiles/artist/4004-Subin,"Subin is a member of the girl group Hashtag. She attended
a music academy when she was a student.",1210
Suga,Min Yoon-gi,BTS,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Agust_D_Pose_agustdsquare.png,https://kpopping.com/profiles/artist/141-Suga,Suga is a South Korean rapper under Big Hit Entertainment. He is one of the members of the popular K-pop group BTS.,1211
Suho,Kim Jun-myeon,EXO,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Suho_Pose_suhoexopng.png,https://kpopping.com/profiles/artist/211-Suho,"Kim Jun-myeon (born May 22, 1991), better known by his stage name Suho (meaning ""guardian"" in Korean), is a South Korean singer and actor. He is a member and leader of the South Korean-Chinese boy group EXO and its sub-unit EXO-K.",1212
Suhyun,Choi Hyunggeun,SNUPER,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_suhyun.png,https://kpopping.com/profiles/artist/1118-Suhyun,,1213
Suhyun,Bae Suhyun,A.Z.M,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_azm_suhyun1_350.png,https://kpopping.com/profiles/artist/6240-Suhyun,Suhyun is a member of the South Korean girl group A.Z.M,1214
Sujeong,Ryu Sujeong,Lovelyz,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_sujeongface.png,https://kpopping.com/profiles/artist/1900-Sujeong,,1215
Suji,Lee Su Ji,"The Ark, UNI.T",,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_suji.png,https://kpopping.com/profiles/artist/2382-Suji,"Suji is a former member of The Ark. She is also a former member of Real Girls Project, which was a group formed for an anime inspired drama. They disbanded after their last stage. She is also a contestant of The Unit.",1216
Sukyung,Jo Su Kyung,Favorite,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_sukyung.png,https://kpopping.com/profiles/artist/3666-Sukyung,Sukyung is a member of the girl group Favorite.,1217
Sulli,Choi Jin-ri,f(x),,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Sulli_Pose_sullisquare2.png,https://kpopping.com/profiles/artist/157-Sulli,Sulli is an actress and a former member of the girl group f(x). She debuted as a child actress and had acted in a lot of dramas and movies before debuting with f(x).,1218
Sumin,Park Sumin,Dreamnote,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_sumin_pic.png,https://kpopping.com/profiles/artist/6341-Sumin,Sumin is a rapper under iMe Entertainment. She is a member of DreamNote.,1219
Sun,Kang Byungseon,MAP6,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Sun_default_silhouette.png,https://kpopping.com/profiles/artist/1062-Sun,,1220
Sun J,Jeon Hee Sun,GIRLKIND,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_6db1205adbb6b30b3cd4c360d8740f8e6233ec52v2_hq.png,https://kpopping.com/profiles/artist/6223-Sun-J,"Sun J is a member of the South Korean girl group GIRLKIND. They are under Next level Entertainment and debuted in January 17, 2018.",1221
Sung Wook,Shin Sung Wook,Rayin Tree,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Shin_Sung_Wook_default_silhouette.png,https://kpopping.com/profiles/artist/6234-Sung-Wook,Sung Wook is a member of the South Korean duo Rayin Tree.,1222
Sungah,Son sung Ah,Nine Muses,https://www.instagram.com/ssungahhbaby/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second__png_render__nine_muses_s_sungah__53_by_riahwang12-d6vldzl_1.png,https://kpopping.com/profiles/artist/886-Sungah,Sungah is a member of the girl group 9MUSES. She speaks Korean and English. She can play the piano. She is currently on hiatus.,1223
Sunggu,Kim Sunggu,High4,https://www.instagram.com/reno_s9/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_sunggu(1).png,https://kpopping.com/profiles/artist/1020-Sunggu,Sunggu is a former member of High4.,1224
Sunggyu,Kim Seong Gyu,INFINITE,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_unnamed.png,https://kpopping.com/profiles/artist/1311-Sunggyu,"South Korean singer, songwriter, actor, and MC. He is the leader and main vocalist of South Korean boy band Infinite. He also debuted solo in 2012",1225
Sunghak,Jung Sunghak,Bigstar,https://www.instagram.com/xxhakx/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_sunghak.png,https://kpopping.com/profiles/artist/1738-Sunghak,"Sunghak is a vocalist in the group Bigstar. Among the members, he has the best vision.",1226
Sunghee,Kim Sung Hee,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_sunghee.png,https://kpopping.com/profiles/artist/2216-Sunghee,Kim Sung Hee was a member of KARA. She left in 2008 to continue her studies. She married Yang Won Joon in 2011.,1227
Sungho,unknown,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Sungho_default_silhouette.png,https://kpopping.com/profiles/artist/5990-Sungho,,1228
Sunghoon,Kang Sung Hoon,Sechs Kies,https://www.instagram.com/kang.s.h.0222/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_image_40.png,https://kpopping.com/profiles/artist/1102-Sunghoon,Kang Sung-hoon is a South Korean singer from the 90's South Korean boy group Sechs Kies. Sung-hoon is the main vocalist of SechsKies .,1229
Sunghyuk,Seo Sunghyuk,Rainz,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_sunghyuk.png,https://kpopping.com/profiles/artist/1803-Sunghyuk,"Sunghyuk, under WH Creative Entertainment, is a member of temporary group RAINZ with ex produce 101 season 2 trainees.",1230
Sunghyun,Kim Sung-hyun,IN2IT,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_350.png,https://kpopping.com/profiles/artist/5988-Sunghyun,Sunghyun is a member of the South Korean boy group In2It.,1231
Sunghyun,Choi Sunghyun,Zetta,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Sunghyun_default_silhouette.png,https://kpopping.com/profiles/artist/1785-Sunghyun,Sunghyun was the original maknae of the group Zetta. He left the group due to personal reasons.,1232
Sungjae,Yook Sung Jae,BTOB,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_C5E7B644-47A7-467A-A1BD-CB2D9C611565.png,https://kpopping.com/profiles/artist/415-Sungjae,"Sungjae is the lead vocalist, maknae and face of BTOB. He's also an actor.",1233
Sungjin,Park Sung Jin,Day6,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_sungjin.png,https://kpopping.com/profiles/artist/549-Sungjin,"Sungjin was born in Busan, South Korea. He is the leader,
a guitarist and main vocalist of Day6.",1234
Sungjong,Lee Sungjong,INFINITE,https://www.instagram.com/ssongjjong.ifnt/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_unnamed_2(1).png,https://kpopping.com/profiles/artist/1534-Sungjong,"Lee Sung-jong, commonly known as Sungjong, is a South Korean singer. He is the vocalist of the South Korean boy band Infinite under Woollim Entertainment. He is also the vocalist of Infinite F.",1235
Sungjoo,unknown,UNIQ,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_sungjoo.png,https://kpopping.com/profiles/artist/1135-Sungjoo,,1236
Sungjun,Park Sungjun,Boys Republic,https://www.instagram.com/sungjun1217/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Sungjun_Pose_simgkim.png,https://kpopping.com/profiles/artist/1002-Sungjun,Participated in The Unit but did not make it into the final group.,1237
Sungmin,Park Sungmin,A-Jax,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Sungmin_default_silhouette(2).png,https://kpopping.com/profiles/artist/1554-Sungmin,"Sungmin was the main vocalist in the boy group A-Jax. However, he decided to leave the group in 2016 to further pursue his solo career.",1238
Sungmin,Lee Sung Min,Super Junior,https://www.instagram.com/sungmin1209/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_sunbmin_musical.png,https://kpopping.com/profiles/artist/722-Sungmin,,1239
Sungmin,Oh Sung Min,Bigflo,https://www.instagram.com/bigflo_sungmin/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_d84309c763fdb4b5f3693c2a0c558cb333ff2b5f4cf09520a3c550598887df0fh1(1).png,https://kpopping.com/profiles/artist/986-Sungmin,Sungmin is a member of Korean boy group BIGFLO.,1240
Sungoh,Yoo Seong Oh,24K,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_sungoh.png,https://kpopping.com/profiles/artist/404-Sungoh,Sungoh is a member of 24K. He is currently on hiatus due to shoulder injury and military service.,1241
Sungwoon,Ha Sungwoon,"Wanna One, HOTSHOT",,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose(2).png,https://kpopping.com/profiles/artist/525-Sungwoon,Ha Sungwoon (하성운) is a South Korean singer under Star Crew Entertainment and YMC Entertainment. He is one of the members of HOTSHOT. In 2017 he survived Mnet’s “Produce 101 Season 2“ and qualified to be a member of boy group Wanna One for eighteen months.,1242
Sungyeol,Lee Sungyeol,"INFINITE, Infinite F",https://www.instagram.com/leeseongyeol_1991,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_unnamed_6.png,https://kpopping.com/profiles/artist/1536-Sungyeol,Lee Sungyeol who is mononymously known as Sungyeol is a South Korean singer and actor. He is a member of the South Korean boy band Infinite and its sub-group Infinite F.,1243
Sungyeon,Bae Sungyeon,Pristin,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/pose_pose(12).png,https://kpopping.com/profiles/artist/331-Sungyeon,,1244
Sunhwa,Han Sun Hwa,Secret,https://www.instagram.com/shh_daily/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Sunhwa_default_silhouette.png,https://kpopping.com/profiles/artist/5211-Sunhwa,Han Sun-hwais a South Korean singer and actress. She is a former member of the South Korean girl group Secret. Victon‘s Han Seungwoo is her younger brother.,1245
Sunhyeok,Im Sunhyeok,Beatwin,https://www.instagram.com/im_sunhyeok/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Sunhyeok_default_silhouette.png,https://kpopping.com/profiles/artist/1498-Sunhyeok,"Sunhyeok is Beatwin's leader. He is a vocalist in the group, and is considered to be a motherly figure. The other members call him a neat freak and a worry wart, as he always checks up on what the other members are doing. He is also the self-proclaimed ""flower"" of the group.",1246
Sunmi,Lee Sun Mi,Wonder Girls,https://www.instagram.com/miyayeah/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_sunmi350x400.png,https://kpopping.com/profiles/artist/625-Sunmi,Sunmi (선미) is a South Korean solo singer under MakeUs Entertainment. Sunmi debuted as a part of Wonder Girls but later parted and go as solo act.,1247
Sunny,Lee Soon Kyu,Girls' Generation,http://instagram.com/515sunnyday,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_sunny.png,https://kpopping.com/profiles/artist/148-Sunny,"Lee Soon-kyu known as Sunny, is an
American singer and actress currently
based in South Korea. She debuted as a
member of girl group Girls' Generation in
August 2007, who went on to be one of the
best-selling artists in South Korea and one
of South Korea's most popular girl groups
worldwide. Apart from her group's
activities, Sunny has participated in
numerous side projects including original
soundtracks, television variety shows,
musical acting and radio hosting.",1248
Sunshine,Kim Min Jung,NATURE,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_NATURE_Sunshine_Allegro_Cantabile_promo_photo.png,https://kpopping.com/profiles/artist/5417-Sunshine,Sunshine is the maknae of Nature. She debuted with Nature on August 3 2018 under N.CH World.,1249
Sunwoo,Kim Sun-woo,The Boyz,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_sunwoo.png,https://kpopping.com/profiles/artist/871-Sunwoo,His nickname is Seonoo. His hobby is watching movies. His specialty is fast rapping. He was on Mnet's High School Rapper.,1250
Sunwoo,Choi Sunwoo,Boys Republic,https://www.instagram.com/sw920312/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second__render__choi_da_bin__boys_republic__by_hanabell1-d6s7slo.png,https://kpopping.com/profiles/artist/1001-Sunwoo,,1251
Sunye,Min Sun Ye,Wonder Girls,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Sunye_default_silhouette(1).png,https://kpopping.com/profiles/artist/4614-Sunye,"Sunye is the former leader and main vocalist of the Wonder Girls. She debut with the group in 2007 with ""Irony.""",1252
Sunyoul,Seon Ye In,UP10TION,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_sunyoul-up10tion-01.png,https://kpopping.com/profiles/artist/593-Sunyoul,Sunyoul is a main vocalist of the boy group UP10TION.,1253
Suran,Shin Suran,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Suran_Pose_suransquare(1).png,https://kpopping.com/profiles/artist/206-Suran,,1254
Suwon,Jang Suwon,Sechs Kies,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_image_41.png,https://kpopping.com/profiles/artist/1103-Suwon,,1255
Suwoong,Lee Suwoong,Boys Republic,https://www.instagram.com/suwoong_95,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_suwoong.png,https://kpopping.com/profiles/artist/1004-Suwoong,"Was a contestant on The Unit, but did not make it into the final group.",1256
Suyeon,Ji Su-yeon,Weki Meki,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose(44).png,https://kpopping.com/profiles/artist/250-Suyeon,"Suyeon is a singer under Fantagio. She is in the girl group Weki Meki, and is the leader as well as the main vocalist.",1257
Suzy,Bae Sue Ji,Miss A,https://www.instagram.com/skuukzky/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Suzy_Pose_szu.png,https://kpopping.com/profiles/artist/47-Suzy,"Suzy was a member of the girl group MISS A. Suzy was spotted while auditioning for Superstar K, a TV talent show where was asked to join JYP Entertainment. Suzy is also a popular actress.",1258
Swings,unknown,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Swings_default_silhouette.png,https://kpopping.com/profiles/artist/2251-Swings,,1259
T.K,Lee Min Woo,C-CLOWN,https://www.instagram.com/1220mm/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/T.png,https://kpopping.com/profiles/artist/5950-T-K,T.K was a member of the South Korean boy group C-CLOWN.,1260
T.O.P,Choi Seung-hyun,BIGBANG,https://www.instagram.com/choi_seung_hyun_tttop/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/TOP_Pose_bigbang_t_o_p_png_by_bluepanda99-d6cp72n.png,https://kpopping.com/profiles/artist/36-T-O-P,"Choi Seung-hyun better known by his stage name T.O.P, is a South Korean rapper, singer-songwriter, actor, and record producer. T.O.P rose to fame in the mid-2000s as one of two rappers in the South Korean boy band Big Bang. Released under YG Entertainment, the group became one of the best-selling groups of all-time in Asia and one of the best-selling boy bands in the world. In 2010, while the group was on hiatus, T.O.P and G-Dragon formed a duo to record and release the number-one collaboration album, GD & TOP. As a solo rapper, he has released two digital singles, ""Turn It Up"" (2010) and ""Doom Dada"" (2013), which peaked at number two and four, respectively, on the Gaon Digital Chart.
On June 5, 2017 it was announced following a tip from Han Seo Hee, T.O.P would be investigated for using marijuana. He was subsequently transferred to a different police division awaiting notice of prosecution, and would be suspended from police duty pending the verdict on his case.
On June 6, T.O.P was found unconscious in police barracks due to an anti-anxiety medicine overdose of prescribed benzodiazepine, and was hospitalized. On June 8, T.O.P’s mother confirmed that her son had opened his eyes and was recovering.",1261
Tablo,Lee Sun Woong,Epik High,http://instagram.com/blobyblo,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_trew.png,https://kpopping.com/profiles/artist/1960-Tablo,,1262
Tae Hwan,Lee Tae Hwan,5urprise,https://www.instagram.com/leetaehwan0221/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_5urprise_leetaehwan1_350x400.png,https://kpopping.com/profiles/artist/647-Tae-Hwan,Tae Hwan is a member of Actor Group 5urprise (서프라이즈).,1263
Tae.E,Kwon Ji Eun,S.E.T,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_taee.png,https://kpopping.com/profiles/artist/2385-Tae-E,Tae.E is a member of S.E.T.,1264
Taebin,Park Tae Bin,BLK,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Taebin_default_silhouette.png,https://kpopping.com/profiles/artist/4191-Taebin,,1265
Taecyeon,Ok Taecyeon,2PM,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_tae.png,https://kpopping.com/profiles/artist/1310-Taecyeon,Member of idol group 2PM from JYP Entertainment. Known as the beastly idols. He is the main rapper of the group. He can also do acting.,1266
Taeeun,Moon Taeun,IM,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_taeeun.png,https://kpopping.com/profiles/artist/2317-Taeeun,"Taeeun is the leader of IM under MBK Enterainment. He was one of the first 4 members to debut before joining ""The Unit""",1267
Taeha,Kim Taeha,Momoland,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose(33).png,https://kpopping.com/profiles/artist/605-Taeha,Taeha is a former Starship trainee and almost debuted with Cosmic Girls. She is currently a member of MOMOLAND and is a singer. She is a former Produce 101 contestant.,1268
Taeha,Yoo Taeha,Berry Good,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_with-boxstripe_1.png,https://kpopping.com/profiles/artist/2024-Taeha,Tae Ha (태하) is a Korean pop singer. She is the leader and vocalist of the group Berry Good.,1269
Taeha,Lee Taeha,D.I.P,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Taeha_default_silhouette(1).png,https://kpopping.com/profiles/artist/1791-Taeha,Taeha was added to D.I.P in 2017. He was Lose Control's leader originally.,1270
Taehee,Kim Tae Hee,A.KOR,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_Taehee_1.png,https://kpopping.com/profiles/artist/959-Taehee,Taehee is a former member of A.KOR and 84LY.,1271
Taeheon,Kim Tae-Heon,ZE:A,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_taeheon(2).png,https://kpopping.com/profiles/artist/1176-Taeheon,,1272
Taeho,Kim Tae Ho,Imfact,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_SJIsParadise_IMFACT_14.png,https://kpopping.com/profiles/artist/1032-Taeho,Taeho (Hangul: 태호) is a South Korean Singer under Star Empire Entertainment who is best known as a member of Boygroup Imfact.,1273
Taehyun,Noh Taehyun,"HOTSHOT, JBJ",https://www.instagram.com/roh_taehyun/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose(27).png,https://kpopping.com/profiles/artist/559-Taehyun,"Taehyun is a member of Hotshot, and is also debuting in a
group with ex-produce 101 season 2 trainees, JBJ. He was
eliminated in episode 10, rank 25. He showed off his
krumping and leadership skills which helped him gain
popularity.",1274
Taehyun,Nam Taehyun,Winner,https://www.instagram.com/souththth/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_unnamed_5.png,https://kpopping.com/profiles/artist/3232-Taehyun,"Nam Tae-hyun, also known as Taehyun, is a South
Korean singer, songwriter, producer and actor. His
own music label, ""South Buyers Club"", was founded
in March 2017. Under the label, Nam introduced
the band ""South Club"", in which he plays an active
role of a leader, vocalist, guitarist, and main
composer. He was previously the main vocalist,
composer and producer of k-pop group Winner.",1275
Taeil,Moon Tae Il,"NCT 127, NCT U, NCT",,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_TAEIL-350_400.png,https://kpopping.com/profiles/artist/312-Taeil,Taeil is the eldest and main vocal of South Korean boy group NCT. He is part of it's sub units NCT U and NCT 127.,1276
Taeil,Lee Tae Il,Block B,https://www.instagram.com/2taeil2/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_taeil.png,https://kpopping.com/profiles/artist/489-Taeil,"Taeil was born in Seoul, South Korea.He trained the shortest out of all the members, but has had 6 years of vocal training. He thinks his eyes are his worst trait because they’re so small, so he often wears sunglasses and hats.",1277
Taeju,Choi Taeju,,https://www.instagram.com/taeju_tomato/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_taeju.png,https://kpopping.com/profiles/artist/1560-Taeju,Taeju is a vocalist in the boy group B.I.T.,1278
Taemin,Lee Taemin,SHINee,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose(9).png,https://kpopping.com/profiles/artist/298-Taemin,"Taemin is the youngest member of South Korean boy group Shinee. He's had a great success with his solo promotions, from his solo debut in 2014 with Ace, to his Japanese releases Sayonara Hitori and Flame of Love. In 2017, Taemin had his 1st solo tour in Seoul called Off-Sick.",1279
Taevin,Lee Se Woong,MYTEEN,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Taevin_default_silhouette.png,https://kpopping.com/profiles/artist/848-Taevin,"Taevin is a member and rapper of MYTEEN who officially debuted on July 26, 2017 under MUSICWORKS",1280
Taewoo,Kim Taewoo,g.o.d,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_god_taewoo1_350x400.png,https://kpopping.com/profiles/artist/5846-Taewoo,Tae-woo is a South Korean singer best known as the lead vocalist of g.o.d.,1281
Taewoong,Yoo Taewoong,SNUPER,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_taewoong(2).png,https://kpopping.com/profiles/artist/1117-Taewoong,"Yoo Taewoong was born in Japan under the name ""Yukimoto Yasuo"" on the 24th of May, 1994. He is the Leader and Main Rapper of SNUPER.",1282
Taeyang,Dong Youngbae,BIGBANG,https://www.instagram.com/__youngbae__/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_sg.png,https://kpopping.com/profiles/artist/311-Taeyang,"Dong Young-bae better known by his stage name Taeyang (meaning sun in Korean) and SOL (when performing in Japan), is a South Korean singer, songwriter and dancer. After appearing in Jinusean's music video ""A-yo,"" Taeyang began training under YG Entertainment at the age of 12. Six years later, he made his debut in 2006 as a member of the South Korean boy band Big Bang. While the quintet's debut was met with lukewarm receptions, their follow-ups cemented their popularity, becoming one of the best-selling digital group of all-time in Asia and one of the best-selling boy bands in the world.",1283
Taeyang,Yoo Taeyang,SF9,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_taeyang.png,https://kpopping.com/profiles/artist/570-Taeyang,"Taeyang is a member of FNC Entertainment's first boy group, SF9.",1284
Taeyeon,Kim Tae-yeon,Girls' Generation,http://instagram.com/taeyeon_ss,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_Taeyeon1349.png,https://kpopping.com/profiles/artist/26-Taeyeon,"Taeyeon had been a trainee at S.M. Entertainment's Starlight Academy during her middle school years before debuting as a member of the agency's girl group Girls' Generation in 2007. Since then, she has risen to prominence as SNSD has become one of the most acclaimed acts of South Korea.",1285
Taeyong,Lee Tae Yong,"NCT 127, NCT U, NCT",,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_ty2-350x400(1).png,https://kpopping.com/profiles/artist/290-Taeyong,"Taeyong is the leader of South Korean boy group NCT. He
is a member of it's sub units NCT U and NCT 127. When
he was a trainee in SM Rookies, he featured in Red
Velvet's Be Natural.",1286
TaeYoung,unknown,Seven O’Clock,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_taeyoung.png,https://kpopping.com/profiles/artist/1110-TaeYoung,,1287
Taeyoung,Jung Seunghwan,Black6ix,https://www.instagram.com/tae___00/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_taeyoung(1).png,https://kpopping.com/profiles/artist/1749-Taeyoung,Taeyoung is the leader of Black6ix.,1288
TAG,Son Young Taek,Golden Child,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_tag.png,https://kpopping.com/profiles/artist/1009-TAG,"TAG is a member of the group Golden Child, formerly known as the Woollim Boys.",1289
Taichi,Taichi Honda,BLANC7,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_taichi.png,https://kpopping.com/profiles/artist/999-Taichi,,1290
